Gender,Class,Event,Round,Rank,Athlete,Team,Mark,DQRule,Points,Wind,Leg1,Leg2,Leg3,Leg4
Boys,Class 2,400 Meter Dash,Preliminaries,1,Antonio Watson,Petersfield High,50.52Q,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,2,Rayshawn Brown,B. B. Coke High,50.69Q,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,3,Alden Pringle,Bellefield High,51.23,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,4,Jesean Robinson,Holy Trinity High,52.60,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,5,Jason Murray,Charlemont High,52.68,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,6,Wayne Mcgregor,Port Antonio High,53.62,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,7,Syron Bell,St. Mary's College,56.93,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,--,Roburn Walker,Jamaica College,DNF,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,1,Evaldo Whitehorne,Calabar High,49.11Q,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,2,Nicholas Campbell,York Castle High,50.13Q,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,3,Najay Mickiel,Port Antonio High,50.24q,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,4,Jayval Wright,Vere Technical High,50.50q,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,5,Delano Wood,Old Harbour High,51.42,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,6,Roshane Forbes,Muschett High,52.47,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,7,Keniel Lawrence,Tacius Golding High,52.60,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,8,Tirick Rose,Albert Town High,56.95,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,1,Malachi Johnson,Excelsior High,49.78Q,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,2,Justin Miller,Sydney Pagon,49.86Q,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,3,Reuel Campbell,St. Andrew Tech,50.73q,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,4,Jeremy Bembridge,Tarrant High,51.79,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,5,Tajauhn Prendegas,Seaforth High,53.63,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,6,Mario Shim-hue,Vauxhall High,53.74,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,7,Dilan Rhoden,Maggotty High,53.87,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,1,Raheim Scott,Rusea's High,48.50Q,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,2,Devontie Archer,Excelsior High,48.55Q,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,3,Deandre Watkin,Maggotty High,50.77q,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,4,Ashanni Campbell,York Castle High,50.82q,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,5,Jamar Pearce,Petersfield High,50.90q,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,6,Quwanjay Ellis,Mona High,51.40,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,7,Dimani Dawkins,Charlemont High,56.56,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,8,Joel Lindo,Frome Tech,57.62,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,1,Zidane Brown,Glenmuir High,49.12Q,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,2,Dean Clarke,Calabar High,50.09Q,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,3,Rudon Bowen,Kingston College,50.10q,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,4,Oneil Treasure,Holy Trinity High,51.42,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,5,Shamarrio Johnson,Brown's Town High,52.76,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,6,Usain Golding,Bog Walk High,53.04,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,7,Malieke Elliott,Rhodes Hall High,53.51,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,1,Cjay Whyte,Rhodes Hall High,50.58Q,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,2,Daniel Roberts,Tacky High,51.33Q,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,3,Brian Roach,Lacovia High,51.34,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,4,Daniel Leslie,Camperdown High,52.61,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,5,Meshawn Shakespeare,Morant Bay High,53.00,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,6,Dwight Walker,Dinthill,54.46,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,7,Matthew Pringle,Ardenne High,55.49,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,--,Jahvoney Chin,Christiana High,FS,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,1,Shanthamoi Brown,Kingston College,50.03Q,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,2,Devante Heywood,Munro College,50.48Q,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,3,Malik Ricketts,Jamaica College,50.76q,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,4,Bryan Cameron,St. Andrew Tech,51.74,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,5,Gregory Prince,McGrath High,52.33,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,6,Ryan Webber,Camperdown High,52.80,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,7,Daeshawn Green,Ocho Rios High,54.60,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,8,Courtney Dwyer,Aberdeen,57.23,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,1,Rasheim Williams,Wolmer's Boys School,49.51Q,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,2,Kalonji Grant,St. George's,49.75Q,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,3,Roshane Clarke,Sydney Pagon,51.19,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,4,Jowain Stanley,Brown's Town High,51.56,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,5,Shevan Myles,Donald Quarrie High,51.62,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,6,Oden Parker,Ewarton High,52.83,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,7,Stefaan Taylor,Manchester High,53.11,,0.0,,,,,
Boys,Class 2,400 Meter Dash,Preliminaries,8,Rushany Christian,St. James High,53.41,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,1,Dashawn Morris,Kingston College,48.83Q,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,2,Kristoff Walters,Lacovia High,49.62Q,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,3,Keno Johnson,Albert Town High,52.78,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,--,Jobey Smith,Camperdown High,DQ,RULE 163.3B,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,--,Jameel Young,Christiana High,DQ,RULE 163.3A,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,--,Ranaldo Smith,Rhodes Hall High,DQ,RULE 163.3B,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,1,Anthony Carpenter,Calabar High,48.17Q,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,2,Andre Mcleod,Tivoli Gardens High,49.24Q,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,3,Demaro Allen,Lacovia High,49.74q,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,4,Renford Carty,Central High,51.05,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,5,Lenroy Grossett,Seaforth High,52.14,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,6,Rajiv Whyte,Papine High,52.35,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,7,Devoy Campbell,Waterford High,52.79,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,1,Malik Smith,Bridgeport High,48.59Q,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,2,Rod Stewart,Petersfield High,48.76Q,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,3,Javed Jones,B. B. Coke High,49.61q,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,4,Kemoy Willis,Steths,50.16,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,5,Tajay Murchison,Camperdown High,51.82,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,6,Jamor Morris,St. James High,52.13,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,7,Tedwayne Whyte,Knockalva,54.32,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,8,Ceajae Croll,Ewarton High,58.77,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,1,Tevin Evans,St. Andrew Tech,47.36Q,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,2,Shemar Chambers,Calabar High,47.36Q,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,3,Jamonie Allison,Excelsior High,49.25q,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,4,Tyrique Pitterson,St. Catherine High,50.84,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,5,Patrick Chamberla,Garvey Maceo High,51.80,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,6,Omar Hibbert,Tacius Golding High,55.15,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,--,Kymani Morris,Green Island High,DQ,RULE 163.3B,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,1,Anthony Cox,St. Jago High,47.36Q,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,2,Lijae Holness,Muschett High,49.22Q,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,3,Blaine Buckle,York Castle High,49.34q,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,4,Shemar Jones,Greater Portmore,50.88,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,5,Suejay Henry,Bellefield High,52.40,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,6,Donte Terrelonge,Bridgeport High,53.43,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,7,Brandon Thomas,Charlemont High,54.21,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,--,Arnaldo Hogarth,Wolmer's Boys School,DQ,RULE 163.3B,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,1,Chevannie Hanson,Edwin Allen High,49.20Q,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,2,Maneesh Vassell,Rhodes Hall High,49.27Q,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,3,Jordon Smith,Belair High,50.17,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,4,Jomar Cooper,Maggotty High,50.81,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,5,Akeem Gayle,Dinthill,51.99,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,6,Izani Barrett,Irwin High,52.88,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,7,Jemar Johnson,Ocho Rios High,53.17,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,1,Colby Jennings,Jamaica College,48.06Q,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,2,Romel Plummer,Kingston College,48.27Q,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,3,Romario Taylor,Petersfield High,48.47q,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,4,Gregory Blake,Munro College,50.51,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,5,Eric Foreman,Tivoli Gardens High,50.92,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,6,Richard Murray,Ardenne High,52.25,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,--,Davian Clarke,Rusea's High,DNF,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,--,Omar Johnson,Godfrey Stewart,DQ,RULE 163.3A,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,1,Ramone Lindo,Vere Technical High,48.47Q,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,2,Bovel Mcpherson,Holmwood Technical High,48.64Q,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,3,Rasheed Fasanya,Jamaica College,49.56q,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,4,Roje Vassell,Merlene Ottey High,50.46,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,5,Tivaughn Morgan,Bog Walk High,50.66,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,6,Jay-dee Auld,Old Harbour High,50.87,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,7,Romario Harmer,Cross Keys High,51.30,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,8,Jomario Hibbert,St. George's,54.62,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,1,Andy Williams,St. Jago High,48.69Q,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,2,Ailean Hamilton,Muschett High,49.80Q,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,3,Shevaughn Patters,York Castle High,51.36,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,4,Jaheim Holloway,Donald Quarrie High,52.41,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,5,Leonardo Ledgiste,Steths,52.61,,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,--,Romario Patterson,Greater Portmore,DQ,RULE 163.3A,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,--,Liandre Ricketts,Belair High,DQ,RULE 163.3A,0.0,,,,,
Boys,Class 1,400 Meter Dash,Preliminaries,--,Rajay Davis,Mona High,DQ,RULE 163.3A,0.0,,,,,
Girls,Class 1,Discus Throw,Finals,1,Gabrielle Bailey,St. Jago High,48.93m,,9.0,,,,,
Girls,Class 1,Discus Throw,Finals,2,Fiona Richards,Edwin Allen High,48.06m,,7.0,,,,,
Girls,Class 1,Discus Throw,Finals,3,Shamella Donaldson,Rusea's High,47.33m,,6.0,,,,,
Girls,Class 1,Discus Throw,Finals,4,Tamara Thomas,Holmwood Technical High,42.14m,,5.0,,,,,
Girls,Class 1,Discus Throw,Finals,5,Adrienne Adams,Excelsior High,41.98m,,4.0,,,,,
Girls,Class 1,Discus Throw,Finals,6,Tyest Bryan,Hydel High,41.62m,,3.0,,,,,
Girls,Class 1,Discus Throw,Finals,7,Kisean Palmer,Excelsior High,40.80m,,2.0,,,,,
Girls,Class 1,Discus Throw,Finals,8,Patrice Forrest,Hydel High,38.92m,,1.0,,,,,
Girls,Class 1,Discus Throw,Finals,9,Aiko Jones,Wolmer's Girls School,36.07m,,0.0,,,,,
Girls,Class 1,Discus Throw,Finals,10,Kimone Reid,Edwin Allen High,35.07m,,0.0,,,,,
Girls,Class 1,Discus Throw,Finals,11,Shania Scott,St. Jago High,32.73m,,0.0,,,,,
Girls,Class 1,Discus Throw,Finals,--,Tiwani Myle,Rusea's High,FOUL,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,1,Kevroy Venson,Calabar High,15:49.80Q,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,2,Renardo Johnson,St. Jago High,15:49.92Q,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,3,Fabian Campbell,Jamaica College,16:18.91Q,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,4,Akeem Tomlin,Bellefield High,16:21.85Q,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,5,Nicholas Elliott,Kingston College,16:41.53Q,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,6,Rajeeb Haye,Maggotty High,16:45.97q,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,7,David Brae,Lewisville High,16:56.80,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,8,Javein Williams,Bog Walk High,17:13.67,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,9,Lenaxs Anson,Cross Keys High,17:14.23,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,10,Javian Mckellop,Tacius Golding High,17:23.68,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,11,Micheal Telfer,Robert Lightbour,17:23.69,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,12,Laphaye Collins,Muschett High,17:28.05,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,13,Tafari Jones,Hydel High,17:31.56,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,14,Brandon Kerr,Maldon High,18:03.36,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,15,Jadau Burke,Aberdeen,18:23.30,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,16,Roshane Sinclair,Charlemont High,19:56.93,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,17,Rasheed Swainson,Rhodes Hall High,20:11.42,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,18,Correy Campbell,Knockalva,20:24.08,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,--,Johnoy Gayle,Belair High,DQ,RULE 163.6,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,1,Rodgers Aryamanya,Kingston College,16:11.44Q,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,2,Shemar Salmon,Steths,16:11.72Q,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,3,Keenan Lawrence,St. Jago High,16:11.77Q,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,4,Nickoy Harding,Rhodes Hall High,16:14.03Q,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,5,Daniel Mcdonald,Calabar High,16:14.47Q,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,6,Shawn Smith,Jamaica College,16:25.25q,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,7,Noel Ellis,Campion College,16:29.00q,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,8,Javon Francis,Bellefield High,16:39.68q,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,9,Steve Hines,St. James High,16:52.86q,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,10,Lavar Hall,Charlemont High,16:54.10,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,11,Ceomar Russell,Irwin High,16:54.30,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,12,Christopher Morgan,B. B. Coke High,17:13.80,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,13,Ojay Thompson,St. Thomas,17:16.02,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,14,Nikiel Reeves,Christiana High,17:22.36,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,15,Leyvan Johnson,Ewarton High,17:43.12,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,16,Amon Grant,Albert Town High,17:52.21,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,17,Raheem Lawrence,Holmwood Technical High,18:02.32,,0.0,,,,,
Boys,Open,5000 Meter Run,Preliminaries,18,Leroy Brown,Cedric Titus High,19:46.77,,0.0,,,,,
Girls,Class 2,Shot Put,Finals,1,Danielle Sloley,Immaculate Conception High,15.99mR,,9.0,,,,,
Girls,Class 2,Shot Put,Finals,2,Marie Forbes,Vere Technical High,14.79m,,7.0,,,,,
Girls,Class 2,Shot Put,Finals,3,Aliesha Shaw,Rusea's High,14.65m,,6.0,,,,,
Girls,Class 2,Shot Put,Finals,4,Deon Burley,Petersfield High,13.94m,,5.0,,,,,
Girls,Class 2,Shot Put,Finals,5,Keliesha Shaw,Rusea's High,13.76m,,4.0,,,,,
Girls,Class 2,Shot Put,Finals,6,Shakera Williams,Holmwood Technical High,13.27m,,3.0,,,,,
Girls,Class 2,Shot Put,Finals,7,Shania Park,Hydel High,12.62m,,2.0,,,,,
Girls,Class 2,Shot Put,Finals,8,Daniella Williams,Edwin Allen High,12.53m,,1.0,,,,,
Girls,Class 2,Shot Put,Finals,9,Santornya Ralliford,Holmwood Technical High,12.44m,,0.0,,,,,
Girls,Class 2,Shot Put,Finals,10,Daneika Williamson,Alpha,12.28m,,0.0,,,,,
Girls,Class 2,Shot Put,Finals,11,Abbigail Parchment,St. Jago High,12.20m,,0.0,,,,,
Girls,Class 2,Shot Put,Finals,12,Celine Falconer,St. Andrew,12.02m,,0.0,,,,,
Boys,Open,High Jump Decathlon,Finals,1,David Edmondson,Wolmer's Boys School,1.94m,,0.0,,,,,
Boys,Open,High Jump Decathlon,Finals,1,Wikenson Fenelon,Jamaica College,1.94m,,0.0,,,,,
Boys,Open,High Jump Decathlon,Finals,3,Donovan Thames,Kingston College,1.91m,,0.0,,,,,
Boys,Open,High Jump Decathlon,Finals,4,Ricardo Smith,Calabar High,1.88m,,0.0,,,,,
Boys,Open,High Jump Decathlon,Finals,5,Brandon Mclaren,Rusea's High,1.73m,,0.0,,,,,
Boys,Open,High Jump Decathlon,Finals,6,Devar Clayton,Petersfield High,1.70m,,0.0,,,,,
Boys,Open,High Jump Decathlon,Finals,6,Delroy Millwood,Morant Bay High,1.70m,,0.0,,,,,
Boys,Open,High Jump Decathlon,Finals,6,Jahvari Richards,Buff Bay High,1.70m,,0.0,,,,,
Boys,Open,High Jump Decathlon,Finals,9,Winston Harrison,Steths,1.64m,,0.0,,,,,
Boys,Open,High Jump Decathlon,Finals,9,Nicholas Stanisclaus,Edwin Allen High,1.64m,,0.0,,,,,
Boys,Open,High Jump Decathlon,Finals,11,Timmarley Simpson,Mona High,1.55m,,0.0,,,,,
Boys,Open,High Jump Decathlon,Finals,11,Chevoy Riddle,St. James High,1.55m,,0.0,,,,,
Boys,Open,High Jump Decathlon,Finals,11,Stevin Brown,Muschett High,1.55m,,0.0,,,,,
Boys,Open,High Jump Decathlon,Finals,14,Orlando Chambers,Merlene Ottey High,1.49m,,0.0,,,,,
Boys,Open,High Jump Decathlon,Finals,14,Peter Duffus,Tacius Golding High,1.49m,,0.0,,,,,
Boys,Open,High Jump Decathlon,Finals,16,Cecil Coley,Aberdeen,1.46m,,0.0,,,,,
Boys,Open,High Jump Decathlon,Finals,17,Shamar Morrison,Excelsior High,1.40m,,0.0,,,,,
Boys,Open,High Jump Decathlon,Finals,--,Kevon Ennis,Rhodes Hall High,FAIL,,0.0,,,,,
Boys,Class 1,Long Jump,Finals,1,Wayne Pinnock,Kingston College,7.77m,,9.0,0.1,,,,
Boys,Class 1,Long Jump,Finals,2,Alexander Thompson,Calabar High,7.56m,,7.0,0.1,,,,
Boys,Class 1,Long Jump,Finals,3,Owayne Owens,Cornwall College,7.24m,,6.0,0.2,,,,
Boys,Class 1,Long Jump,Finals,4,Safin Wills,Jamaica College,7.22m,,5.0,0.1,,,,
Boys,Class 1,Long Jump,Finals,5,Shacquille Lowe,Kingston College,7.07m,,4.0,-0.2,,,,
Boys,Class 1,Long Jump,Finals,6,Daniel Bogle,Wolmer's Boys School,7.07m,,3.0,-0.4,,,,
Boys,Class 1,Long Jump,Finals,7,Daniel Allen,Calabar High,6.91m,,2.0,0.3,,,,
Boys,Class 1,Long Jump,Finals,8,Tevin Thompson,Excelsior High,6.84m,,1.0,-0.2,,,,
Boys,Class 1,Long Jump,Finals,9,Micheal Buchanan,Steths,6.82m,,0.0,,,,,
Boys,Class 1,Long Jump,Finals,10,Ashane Beckford,Glenmuir High,6.71m,,0.0,,,,,
Boys,Class 1,Long Jump,Finals,11,Ansel Gray,Petersfield High,6.53m,,0.0,,,,,
Boys,Class 1,Long Jump,Finals,12,Derrico Morrison,St. Jago High,6.48m,,0.0,,,,,
Boys,Open,400 Meter Dash Decathlon,,1,Winston Harrison,Steths,53.49,,0.0,,,,,
Boys,Open,400 Meter Dash Decathlon,,2,Cecil Coley,Aberdeen,55.18,,0.0,,,,,
Boys,Open,400 Meter Dash Decathlon,,3,Kevon Ennis,Rhodes Hall High,56.27,,0.0,,,,,
Boys,Open,400 Meter Dash Decathlon,,4,Shamar Morrison,Excelsior High,57.65,,0.0,,,,,
Boys,Open,400 Meter Dash Decathlon,,5,Peter Duffus,Tacius Golding High,1:00.27,,0.0,,,,,
Boys,Open,400 Meter Dash Decathlon,,6,Timmarley Simpson,Mona High,1:02.53,,0.0,,,,,
Boys,Open,400 Meter Dash Decathlon,,1,David Edmondson,Wolmer's Boys School,51.57,,0.0,,,,,
Boys,Open,400 Meter Dash Decathlon,,2,Stevin Brown,Muschett High,52.02,,0.0,,,,,
Boys,Open,400 Meter Dash Decathlon,,3,Orlando Chambers,Merlene Ottey High,52.54,,0.0,,,,,
Boys,Open,400 Meter Dash Decathlon,,4,Nicholas Stanisclaus,Edwin Allen High,54.09,,0.0,,,,,
Boys,Open,400 Meter Dash Decathlon,,5,Delroy Millwood,Morant Bay High,56.00,,0.0,,,,,
Boys,Open,400 Meter Dash Decathlon,,6,Chevoy Riddle,St. James High,57.26,,0.0,,,,,
Boys,Open,400 Meter Dash Decathlon,,1,Devar Clayton,Petersfield High,50.49,,0.0,,,,,
Boys,Open,400 Meter Dash Decathlon,,2,Wikenson Fenelon,Jamaica College,51.07,,0.0,,,,,
Boys,Open,400 Meter Dash Decathlon,,3,Jahvari Richards,Buff Bay High,51.61,,0.0,,,,,
Boys,Open,400 Meter Dash Decathlon,,4,Donovan Thames,Kingston College,52.02,,0.0,,,,,
Boys,Open,400 Meter Dash Decathlon,,5,Ricardo Smith,Calabar High,52.15,,0.0,,,,,
Boys,Open,400 Meter Dash Decathlon,,6,Brandon Mclaren,Rusea's High,54.30,,0.0,,,,,
Boys,Open,110 Meter Hurdles Decathlon,,1,Ricardo Smith,Calabar High,15.23,,0.0,,,,,
Boys,Open,110 Meter Hurdles Decathlon,,2,Cecil Coley,Aberdeen,18.94,,0.0,,,,,
Boys,Open,110 Meter Hurdles Decathlon,,3,Timmarley Simpson,Mona High,20.28,,0.0,,,,,
Boys,Open,110 Meter Hurdles Decathlon,,4,Peter Duffus,Tacius Golding High,23.99,,0.0,,,,,
Boys,Open,110 Meter Hurdles Decathlon,,5,Shamar Morrison,Excelsior High,27.21,,0.0,,,,,
Boys,Open,110 Meter Hurdles Decathlon,,1,Wikenson Fenelon,Jamaica College,14.71,,0.0,,,,,
